Close
132.06
135.15
137.46
137.26
139.51
137.94
139.29
139.14
140.76
142.8
139.13
142.72
142.55
144.47
148.87
147.31
147.52
154.3
159.07
156.87
153.01
157.04
154.9
155.45
149.12
152.66
154.94
149.5
150.38
161.05
158.72
171.49
171.91
172.6
180.68
168.64
170.52
173.28
172.55
176.11
177.5
175.62
176.42
180.8
182.52
185.0
189.86
191.43
190.1
188.6
189.29
192.86
192.53
190.36
200.28
193.0
188.0
182.65
176.01
165.65
157.0
160.32
157.66
152.72
154.05
153.46
149.81
151.18
154.65
150.05
151.98
148.0
146.78
158.04
161.12
160.27
161.86
157.95
157.93
154.04
160.11
160.83
172.01
163.5
160.99
173.49
174.95
178.55
185.51
187.6
186.4
184.53
182.3
183.5
181.87
186.82
189.25
177.66
180.55
184.19
186.0
187.9
186.51
188.01
192.33
195.41
202.62
209.06
214.44
209.2
210.68
208.15
215.04
214.58
220.21
221.99
228.14
226.42
229.34
218.6
216.17
203.6
205.88
193.61
194.53
191.71
197.85
202.32
200.37
205.61
207.93
208.75
212.48
220.46
218.89
217.43
222.82
224.14
227.46
225.03
228.04
221.14
226.55
222.85
209.47
191.86
181.22
177.02
187.45
184.1
184.93
185.75
191.0
195.81
187.58
188.64
182.35
183.27
179.09
177.19
173.93
178.57
179.8
182.98
186.4
187.43
187.27
188.02
189.86
192.57
184.39
176.08
185.35
187.09
193.5
198.83
202.22
201.75
200.19
210.33
213.33
215.68
208.84
209.64
208.45
210.7
214.06
212.3
209.04
200.29
205.98
192.35
189.04
181.58
169.99
166.72
176.2
176.16
188.91
178.89
176.07
166.07
176.12
173.01
159.47
178.82
174.5
168.62
169.63
181.87
189.01
190.95
185.01
185.15
193.87
197.02
186.23
179.57
183.93
189.0
197.87
198.8
176.33
179.34
175.69
176.38
178.25
191.45
192.03
199.0
197.86
202.24
207.35
199.12
199.7
209.65
195.13
203.23
207.3
213.78
215.12
187.66
173.8
181.01
179.44
172.09
166.39
161.56
180.26
182.02
188.79
187.11
174.91
184.98
191.91
193.21
196.36
195.96
198.13
197.7
204.72
209.11
209.68
210.55
210.19
208.87
209.19
211.5
215.46
211.31
208.61
213.62
221.18
223.25
227.61
227.95
229.12
228.72
233.3
229.83
232.37
227.53
234.39
236.05
239.75
236.35
236.16
241.47
247.73
244.14
248.87
249.28
254.71
248.21
250.92
251.95
251.93
254.36
268.46
270.52
273.38
277.29
273.42
274.92
268.77
267.48
274.0
267.02
269.9
273.53
268.37
273.54
275.86
274.38
268.84
273.7
260.25
263.56
266.42
271.82
275.15
282.17
286.47
291.67
287.48
289.53
295.45
299.49
299.79
296.33
295.37
299.1
303.04
325.75
331.0
343.85
354.86
357.14
348.07
352.67
350.2
347.27
337.78
340.87
355.01
374.49
368.05
365.94
373.54
365.87
370.73
376.23
381.42
367.85
374.06
371.84
355.84
367.95
392.24
397.46
405.69
407.35
407.49
413.9
409.69
409.15
410.53
407.19
434.95
433.02
431.5
410.7
373.79
379.45
394.66
393.58
409.2
410.35
414.04
410.59
421.47
422.74
417.24
411.21
404.06
422.8
415.6
424.65
431.43
431.05
439.46
434.0
433.34
438.79
442.99
420.47
413.83
419.41
451.58
438.95
441.88
453.65
473.1
488.36
485.68
488.49
470.07
467.52
476.54
481.62
499.15
519.07
517.05
508.41
524.34
541.49
525.63
522.06
512.82
512.58
511.33
519.51
501.7
472.05
442.98
458.28
471.1
449.23
447.48
435.67
432.8
430.65
423.13
415.5
390.72
417.54
415.72
404.9
412.3
414.16
412.87
434.16
435.53
433.99
414.39
418.65
431.24
434.98
456.91
426.94
435.6
412.16
418.04
392.02
388.21
422.34
414.58
422.75
409.36
419.91
413.0
416.19
405.23
389.15
388.99
376.54
393.75
401.41
404.9
416.28
413.81
413.19
426.66
419.65
421.76
419.86
418.26
421.85
443.57
453.19
454.0
445.45
440.21
466.42
490.77
479.25
483.35
489.94
487.04
491.71
489.61
508.43
517.42
510.85
520.56
516.06
513.22
511.62
525.39
534.76
517.79
